entry_idx,exit_idx,entry_time,exit_time,entry_price,lot1_exit_price,lot2_exit_price,lot1_size,lot2_size,lot1_pnl,lot2_pnl,total_pnl,win,lot1_exit_reason,lot2_exit_reason,minutes_held,sma_value,volume_ratio,inside_bar_range,prev_bar_range,positive_move_after_159min,negative_move_after_159min,risk_reward,bar_ratio
32857,33016,2026-03-20 21:36:00+05:30,2026-03-21 00:15:00+05:30,69996.0,69998.5,69705.0,0.35,0.35,0.875,-101.85,-100.975,False,take_profit_250pips,time_exit_159min,159,69971.13265306123,0,63.0,104.0,0.8050460026287216,-0.5071718383907652,1.0,0.6057634061210949
33023,33182,2026-03-21 00:22:00+05:30,2026-03-21 03:01:00+05:30,69826.5,69829.0,70474.5,0.35,0.35,0.875,226.79999999999998,227.67499999999998,True,take_profit_250pips,time_exit_159min,159,69800.3443877551,0,38.0,137.5,1.5230607290928229,0.7454190028141179,1.0,0.27636162646089846
33418,33577,2026-03-21 06:57:00+05:30,2026-03-21 09:36:00+05:30,70605.5,70608.0,70725.5,0.35,0.35,0.875,42.0,42.875,True,take_profit_250pips,time_exit_159min,159,70604.00765306123,0,7.0,19.0,0.28538853205486825,-0.02266112413338904,1.0,0.3684016630703647
33617,33776,2026-03-21 10:16:00+05:30,2026-03-21 12:55:00+05:30,70614.5,70617.0,70831.5,0.35,0.35,0.875,75.94999999999999,76.82499999999999,True,take_profit_250pips,time_exit_159min,159,70621.57908163265,0,7.5,14.5,0.34341388808247597,-0.2124209617005006,1.0,0.5172057099510379
34447,34606,2026-03-22 00:06:00+05:30,2026-03-22 02:45:00+05:30,70448.0,70450.5,70368.0,0.3499999999999999,0.3499999999999999,0.8749999999999998,-27.999999999999993,-27.124999999999993,False,take_profit_250pips,time_exit_159min,159,70428.9719387755,0,23.5,40.0,-0.10362253009311832,-2.2293038837156485,1.0,0.5874853128671783
35073,35232,2026-03-22 10:32:00+05:30,2026-03-22 13:11:00+05:30,69252.0,69254.5,68986.0,0.35,0.35,0.875,-93.1,-92.225,False,take_profit_250pips,time_exit_159min,159,69226.86479591837,0,55.5,60.0,-0.27652630970946684,-1.0541211806157222,1.0,0.9249845835902736
35541,35700,2026-03-22 18:20:00+05:30,2026-03-22 20:59:00+05:30,68577.5,68580.0,68868.5,0.35,0.35,0.875,101.85,102.725,True,take_profit_250pips,time_exit_159min,159,68557.0663265306,0,63.0,120.5,0.44110677700411943,-0.029893186540775035,1.0,0.5228172380312196
35710,35869,2026-03-22 21:09:00+05:30,2026-03-22 23:48:00+05:30,68714.5,68717.0,68685.5,0.35,0.35,0.875,-10.149999999999999,-9.274999999999999,False,take_profit_250pips,time_exit_159min,159,68718.8443877551,0,32.0,51.0,0.006548836126290667,-0.9663171528571117,1.0,0.6274386776729868
36239,36398,2026-03-23 05:58:00+05:30,2026-03-23 08:37:00+05:30,67980.5,67983.0,68458.0,0.35,0.35,0.875,167.125,168.0,True,take_profit_250pips,time_exit_159min,159,67988.6836734694,0,89.5,189.0,1.2863983053964003,0.06325343296974868,1.0,0.4735424680292697
36448,36607,2026-03-23 09:27:00+05:30,2026-03-23 12:06:00+05:30,68037.5,68040.0,68315.5,0.35,0.35,0.875,97.3,98.175,True,take_profit_250pips,time_exit_159min,159,68045.10204081633,0,24.5,33.0,0.9406577255190153,-0.826749954069447,1.0,0.7424017454016546
36683,36842,2026-03-23 13:22:00+05:30,2026-03-23 16:01:00+05:30,68341.0,68343.5,68395.0,0.35,0.35,0.875,18.9,19.775,True,take_profit_250pips,time_exit_159min,159,68334.25765306123,0,43.0,82.5,4.582168829838603,-0.10754890914677864,1.0,0.5212058035660173
37520,37679,2026-03-24 03:19:00+05:30,2026-03-24 05:58:00+05:30,70884.0,70886.5,70678.0,0.35,0.35,0.875,-72.1,-71.225,False,take_profit_250pips,time_exit_159min,159,70880.44642857143,0,14.0,24.5,-0.04302804582134191,-0.8873652728401331,1.0,0.5714052487653565
38017,38176,2026-03-24 11:36:00+05:30,2026-03-24 14:15:00+05:30,70368.0,70370.5,71045.5,0.35,0.35,0.875,237.12499999999997,237.99999999999997,True,take_profit_250pips,time_exit_159min,159,70384.40051020408,0,32.0,66.5,1.3884151887221463,0.6416268758526603,1.0,0.481195771492158
38774,38933,2026-03-25 00:13:00+05:30,2026-03-25 02:52:00+05:30,69502.5,69505.0,69942.0,0.35,0.35,0.875,153.825,154.7,True,take_profit_250pips,time_exit_159min,159,69509.05357142857,0,46.5,88.5,1.8797884968166614,0.5316355526779613,1.0,0.5254177918893571
39251,39410,2026-03-25 08:10:00+05:30,2026-03-25 10:49:00+05:30,70701.5,70704.0,71091.5,0.3499999999999999,0.3499999999999999,0.8749999999999998,136.49999999999997,137.37499999999997,True,take_profit_250pips,time_exit_159min,159,70688.17091836735,0,24.5,32.5,0.7616528645078251,0.22064595517775437,1.0,0.7538229592935602
39518,39677,2026-03-25 12:37:00+05:30,2026-03-25 15:16:00+05:30,71024.5,71027.0,71150.5,0.35,0.35,0.875,44.099999999999994,44.974999999999994,True,take_profit_250pips,time_exit_159min,159,70998.09183673469,0,32.5,70.5,1.3791015776246225,0.057022576716485154,1.0,0.4609863689876739
